ID,Category,Series,Model,Name,Tsubaki_Code,Spec_pitch_mm,Spec_pitch_inch,Spec_strands,Spec_tensile_strength_kn,Spec_allowable_load_kn,Spec_weight_kg_per_m,Spec_material,Spec_temperature_range,Spec_surface_treatment,Features,Applications,Spec_lubrication,Spec_corrosion_resistance,Spec_strength_improvement,Spec_compatible_chain,Spec_tooth_count,Spec_pitch_diameter_mm,Spec_outside_diameter_mm,Spec_hub_type,Spec_hub_name,Spec_max_bore_mm,Spec_hardness,Spec_width_mm,Spec_roller_type,Spec_max_allowable_load_kn,Spec_tooth_profile,Spec_cord,Spec_max_speed_mps,Spec_reduction_ratio,Spec_input_power_kw,Spec_output_torque_nm,Spec_backlash_arcmin,Spec_efficiency_percent,Spec_rated_torque_nm,Spec_bore_range_mm,Spec_coupling_type,Spec_max_rpm,Spec_thrust_kn,Spec_stroke_mm,Spec_speed_mm_per_min,Spec_positioning_accuracy,Spec_height_mm,Spec_bend_radius_mm,Spec_material_name
TSK_2777,Sprocket,ANSI #50,SP50-53T-B-HRC45,#50 Chain Sprocket 53T Type B HRC45,SP50-53T-B-HRC45,15.875,,,,,,HRC45,-20°C to 150°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#50,53.0,267.82,277.74,B,Finished Bore,150.0,HRC40-50,,,,,,,,,,,,,,,,,,,,,,Hardened Steel
TSK_2778,Sprocket,ANSI #50,SP50-53T-C-S45C,#50 Chain Sprocket 53T Type C S45C,SP50-53T-C-S45C,15.875,,,,,,S45C,-20°C to 120°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#50,53.0,267.82,277.74,C,Taper Lock,200.0,HRC25-35,,,,,,,,,,,,,,,,,,,,,,Carbon Steel
TSK_2779,Sprocket,ANSI #50,SP50-53T-C-SUS304,#50 Chain Sprocket 53T Type C SUS304,SP50-53T-C-SUS304,15.875,,,,,,SUS304,-200°C to 400°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#50,53.0,267.82,277.74,C,Taper Lock,200.0,HRC20-30,,,,,,,,,,,,,,,,,,,,,,Stainless Steel
TSK_2780,Sprocket,ANSI #50,SP50-53T-C-HRC45,#50 Chain Sprocket 53T Type C HRC45,SP50-53T-C-HRC45,15.875,,,,,,HRC45,-20°C to 150°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#50,53.0,267.82,277.74,C,Taper Lock,200.0,HRC40-50,,,,,,,,,,,,,,,,,,,,,,Hardened Steel
TSK_2781,Sprocket,ANSI #50,SP50-54T-A-S45C,#50 Chain Sprocket 54T Type A S45C,SP50-54T-A-S45C,15.875,,,,,,S45C,-20°C to 120°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#50,54.0,272.87,282.79,A,Plain Bore,100.0,HRC25-35,,,,,,,,,,,,,,,,,,,,,,Carbon Steel
TSK_2782,Sprocket,ANSI #50,SP50-54T-A-SUS304,#50 Chain Sprocket 54T Type A SUS304,SP50-54T-A-SUS304,15.875,,,,,,SUS304,-200°C to 400°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#50,54.0,272.87,282.79,A,Plain Bore,100.0,HRC20-30,,,,,,,,,,,,,,,,,,,,,,Stainless Steel
TSK_2783,Sprocket,ANSI #50,SP50-54T-A-HRC45,#50 Chain Sprocket 54T Type A HRC45,SP50-54T-A-HRC45,15.875,,,,,,HRC45,-20°C to 150°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#50,54.0,272.87,282.79,A,Plain Bore,100.0,HRC40-50,,,,,,,,,,,,,,,,,,,,,,Hardened Steel
TSK_2784,Sprocket,ANSI #50,SP50-54T-B-S45C,#50 Chain Sprocket 54T Type B S45C,SP50-54T-B-S45C,15.875,,,,,,S45C,-20°C to 120°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#50,54.0,272.87,282.79,B,Finished Bore,150.0,HRC25-35,,,,,,,,,,,,,,,,,,,,,,Carbon Steel
TSK_2785,Sprocket,ANSI #50,SP50-54T-B-SUS304,#50 Chain Sprocket 54T Type B SUS304,SP50-54T-B-SUS304,15.875,,,,,,SUS304,-200°C to 400°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#50,54.0,272.87,282.79,B,Finished Bore,150.0,HRC20-30,,,,,,,,,,,,,,,,,,,,,,Stainless Steel
TSK_2786,Sprocket,ANSI #50,SP50-54T-B-HRC45,#50 Chain Sprocket 54T Type B HRC45,SP50-54T-B-HRC45,15.875,,,,,,HRC45,-20°C to 150°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#50,54.0,272.87,282.79,B,Finished Bore,150.0,HRC40-50,,,,,,,,,,,,,,,,,,,,,,Hardened Steel
TSK_2787,Sprocket,ANSI #50,SP50-54T-C-S45C,#50 Chain Sprocket 54T Type C S45C,SP50-54T-C-S45C,15.875,,,,,,S45C,-20°C to 120°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#50,54.0,272.87,282.79,C,Taper Lock,200.0,HRC25-35,,,,,,,,,,,,,,,,,,,,,,Carbon Steel
TSK_2788,Sprocket,ANSI #50,SP50-54T-C-SUS304,#50 Chain Sprocket 54T Type C SUS304,SP50-54T-C-SUS304,15.875,,,,,,SUS304,-200°C to 400°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#50,54.0,272.87,282.79,C,Taper Lock,200.0,HRC20-30,,,,,,,,,,,,,,,,,,,,,,Stainless Steel
TSK_2789,Sprocket,ANSI #50,SP50-54T-C-HRC45,#50 Chain Sprocket 54T Type C HRC45,SP50-54T-C-HRC45,15.875,,,,,,HRC45,-20°C to 150°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#50,54.0,272.87,282.79,C,Taper Lock,200.0,HRC40-50,,,,,,,,,,,,,,,,,,,,,,Hardened Steel
TSK_2790,Sprocket,ANSI #50,SP50-55T-A-S45C,#50 Chain Sprocket 55T Type A S45C,SP50-55T-A-S45C,15.875,,,,,,S45C,-20°C to 120°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#50,55.0,277.92,287.85,A,Plain Bore,100.0,HRC25-35,,,,,,,,,,,,,,,,,,,,,,Carbon Steel
TSK_2791,Sprocket,ANSI #50,SP50-55T-A-SUS304,#50 Chain Sprocket 55T Type A SUS304,SP50-55T-A-SUS304,15.875,,,,,,SUS304,-200°C to 400°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#50,55.0,277.92,287.85,A,Plain Bore,100.0,HRC20-30,,,,,,,,,,,,,,,,,,,,,,Stainless Steel
TSK_2792,Sprocket,ANSI #50,SP50-55T-A-HRC45,#50 Chain Sprocket 55T Type A HRC45,SP50-55T-A-HRC45,15.875,,,,,,HRC45,-20°C to 150°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#50,55.0,277.92,287.85,A,Plain Bore,100.0,HRC40-50,,,,,,,,,,,,,,,,,,,,,,Hardened Steel
TSK_2793,Sprocket,ANSI #50,SP50-55T-B-S45C,#50 Chain Sprocket 55T Type B S45C,SP50-55T-B-S45C,15.875,,,,,,S45C,-20°C to 120°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#50,55.0,277.92,287.85,B,Finished Bore,150.0,HRC25-35,,,,,,,,,,,,,,,,,,,,,,Carbon Steel
TSK_2794,Sprocket,ANSI #50,SP50-55T-B-SUS304,#50 Chain Sprocket 55T Type B SUS304,SP50-55T-B-SUS304,15.875,,,,,,SUS304,-200°C to 400°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#50,55.0,277.92,287.85,B,Finished Bore,150.0,HRC20-30,,,,,,,,,,,,,,,,,,,,,,Stainless Steel
TSK_2795,Sprocket,ANSI #50,SP50-55T-B-HRC45,#50 Chain Sprocket 55T Type B HRC45,SP50-55T-B-HRC45,15.875,,,,,,HRC45,-20°C to 150°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#50,55.0,277.92,287.85,B,Finished Bore,150.0,HRC40-50,,,,,,,,,,,,,,,,,,,,,,Hardened Steel
TSK_2796,Sprocket,ANSI #50,SP50-55T-C-S45C,#50 Chain Sprocket 55T Type C S45C,SP50-55T-C-S45C,15.875,,,,,,S45C,-20°C to 120°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#50,55.0,277.92,287.85,C,Taper Lock,200.0,HRC25-35,,,,,,,,,,,,,,,,,,,,,,Carbon Steel
TSK_2797,Sprocket,ANSI #50,SP50-55T-C-SUS304,#50 Chain Sprocket 55T Type C SUS304,SP50-55T-C-SUS304,15.875,,,,,,SUS304,-200°C to 400°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#50,55.0,277.92,287.85,C,Taper Lock,200.0,HRC20-30,,,,,,,,,,,,,,,,,,,,,,Stainless Steel
TSK_2798,Sprocket,ANSI #50,SP50-55T-C-HRC45,#50 Chain Sprocket 55T Type C HRC45,SP50-55T-C-HRC45,15.875,,,,,,HRC45,-20°C to 150°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#50,55.0,277.92,287.85,C,Taper Lock,200.0,HRC40-50,,,,,,,,,,,,,,,,,,,,,,Hardened Steel
TSK_2799,Sprocket,ANSI #50,SP50-56T-A-S45C,#50 Chain Sprocket 56T Type A S45C,SP50-56T-A-S45C,15.875,,,,,,S45C,-20°C to 120°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#50,56.0,282.98,292.9,A,Plain Bore,100.0,HRC25-35,,,,,,,,,,,,,,,,,,,,,,Carbon Steel
TSK_2800,Sprocket,ANSI #50,SP50-56T-A-SUS304,#50 Chain Sprocket 56T Type A SUS304,SP50-56T-A-SUS304,15.875,,,,,,SUS304,-200°C to 400°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#50,56.0,282.98,292.9,A,Plain Bore,100.0,HRC20-30,,,,,,,,,,,,,,,,,,,,,,Stainless Steel
TSK_2801,Sprocket,ANSI #50,SP50-56T-A-HRC45,#50 Chain Sprocket 56T Type A HRC45,SP50-56T-A-HRC45,15.875,,,,,,HRC45,-20°C to 150°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#50,56.0,282.98,292.9,A,Plain Bore,100.0,HRC40-50,,,,,,,,,,,,,,,,,,,,,,Hardened Steel
TSK_2802,Sprocket,ANSI #50,SP50-56T-B-S45C,#50 Chain Sprocket 56T Type B S45C,SP50-56T-B-S45C,15.875,,,,,,S45C,-20°C to 120°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#50,56.0,282.98,292.9,B,Finished Bore,150.0,HRC25-35,,,,,,,,,,,,,,,,,,,,,,Carbon Steel
TSK_2803,Sprocket,ANSI #50,SP50-56T-B-SUS304,#50 Chain Sprocket 56T Type B SUS304,SP50-56T-B-SUS304,15.875,,,,,,SUS304,-200°C to 400°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#50,56.0,282.98,292.9,B,Finished Bore,150.0,HRC20-30,,,,,,,,,,,,,,,,,,,,,,Stainless Steel
TSK_2804,Sprocket,ANSI #50,SP50-56T-B-HRC45,#50 Chain Sprocket 56T Type B HRC45,SP50-56T-B-HRC45,15.875,,,,,,HRC45,-20°C to 150°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#50,56.0,282.98,292.9,B,Finished Bore,150.0,HRC40-50,,,,,,,,,,,,,,,,,,,,,,Hardened Steel
TSK_2805,Sprocket,ANSI #50,SP50-56T-C-S45C,#50 Chain Sprocket 56T Type C S45C,SP50-56T-C-S45C,15.875,,,,,,S45C,-20°C to 120°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#50,56.0,282.98,292.9,C,Taper Lock,200.0,HRC25-35,,,,,,,,,,,,,,,,,,,,,,Carbon Steel
TSK_2806,Sprocket,ANSI #50,SP50-56T-C-SUS304,#50 Chain Sprocket 56T Type C SUS304,SP50-56T-C-SUS304,15.875,,,,,,SUS304,-200°C to 400°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#50,56.0,282.98,292.9,C,Taper Lock,200.0,HRC20-30,,,,,,,,,,,,,,,,,,,,,,Stainless Steel
TSK_2807,Sprocket,ANSI #50,SP50-56T-C-HRC45,#50 Chain Sprocket 56T Type C HRC45,SP50-56T-C-HRC45,15.875,,,,,,HRC45,-20°C to 150°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#50,56.0,282.98,292.9,C,Taper Lock,200.0,HRC40-50,,,,,,,,,,,,,,,,,,,,,,Hardened Steel
TSK_2808,Sprocket,ANSI #50,SP50-57T-A-S45C,#50 Chain Sprocket 57T Type A S45C,SP50-57T-A-S45C,15.875,,,,,,S45C,-20°C to 120°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#50,57.0,288.03,297.95,A,Plain Bore,100.0,HRC25-35,,,,,,,,,,,,,,,,,,,,,,Carbon Steel
TSK_2809,Sprocket,ANSI #50,SP50-57T-A-SUS304,#50 Chain Sprocket 57T Type A SUS304,SP50-57T-A-SUS304,15.875,,,,,,SUS304,-200°C to 400°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#50,57.0,288.03,297.95,A,Plain Bore,100.0,HRC20-30,,,,,,,,,,,,,,,,,,,,,,Stainless Steel
TSK_2810,Sprocket,ANSI #50,SP50-57T-A-HRC45,#50 Chain Sprocket 57T Type A HRC45,SP50-57T-A-HRC45,15.875,,,,,,HRC45,-20°C to 150°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#50,57.0,288.03,297.95,A,Plain Bore,100.0,HRC40-50,,,,,,,,,,,,,,,,,,,,,,Hardened Steel
TSK_2811,Sprocket,ANSI #50,SP50-57T-B-S45C,#50 Chain Sprocket 57T Type B S45C,SP50-57T-B-S45C,15.875,,,,,,S45C,-20°C to 120°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#50,57.0,288.03,297.95,B,Finished Bore,150.0,HRC25-35,,,,,,,,,,,,,,,,,,,,,,Carbon Steel
TSK_2812,Sprocket,ANSI #50,SP50-57T-B-SUS304,#50 Chain Sprocket 57T Type B SUS304,SP50-57T-B-SUS304,15.875,,,,,,SUS304,-200°C to 400°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#50,57.0,288.03,297.95,B,Finished Bore,150.0,HRC20-30,,,,,,,,,,,,,,,,,,,,,,Stainless Steel
TSK_2813,Sprocket,ANSI #50,SP50-57T-B-HRC45,#50 Chain Sprocket 57T Type B HRC45,SP50-57T-B-HRC45,15.875,,,,,,HRC45,-20°C to 150°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#50,57.0,288.03,297.95,B,Finished Bore,150.0,HRC40-50,,,,,,,,,,,,,,,,,,,,,,Hardened Steel
TSK_2814,Sprocket,ANSI #50,SP50-57T-C-S45C,#50 Chain Sprocket 57T Type C S45C,SP50-57T-C-S45C,15.875,,,,,,S45C,-20°C to 120°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#50,57.0,288.03,297.95,C,Taper Lock,200.0,HRC25-35,,,,,,,,,,,,,,,,,,,,,,Carbon Steel
TSK_2815,Sprocket,ANSI #50,SP50-57T-C-SUS304,#50 Chain Sprocket 57T Type C SUS304,SP50-57T-C-SUS304,15.875,,,,,,SUS304,-200°C to 400°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#50,57.0,288.03,297.95,C,Taper Lock,200.0,HRC20-30,,,,,,,,,,,,,,,,,,,,,,Stainless Steel
TSK_2816,Sprocket,ANSI #50,SP50-57T-C-HRC45,#50 Chain Sprocket 57T Type C HRC45,SP50-57T-C-HRC45,15.875,,,,,,HRC45,-20°C to 150°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#50,57.0,288.03,297.95,C,Taper Lock,200.0,HRC40-50,,,,,,,,,,,,,,,,,,,,,,Hardened Steel
TSK_2817,Sprocket,ANSI #50,SP50-58T-A-S45C,#50 Chain Sprocket 58T Type A S45C,SP50-58T-A-S45C,15.875,,,,,,S45C,-20°C to 120°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#50,58.0,293.08,303.01,A,Plain Bore,100.0,HRC25-35,,,,,,,,,,,,,,,,,,,,,,Carbon Steel
TSK_2818,Sprocket,ANSI #50,SP50-58T-A-SUS304,#50 Chain Sprocket 58T Type A SUS304,SP50-58T-A-SUS304,15.875,,,,,,SUS304,-200°C to 400°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#50,58.0,293.08,303.01,A,Plain Bore,100.0,HRC20-30,,,,,,,,,,,,,,,,,,,,,,Stainless Steel
TSK_2819,Sprocket,ANSI #50,SP50-58T-A-HRC45,#50 Chain Sprocket 58T Type A HRC45,SP50-58T-A-HRC45,15.875,,,,,,HRC45,-20°C to 150°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#50,58.0,293.08,303.01,A,Plain Bore,100.0,HRC40-50,,,,,,,,,,,,,,,,,,,,,,Hardened Steel
TSK_2820,Sprocket,ANSI #50,SP50-58T-B-S45C,#50 Chain Sprocket 58T Type B S45C,SP50-58T-B-S45C,15.875,,,,,,S45C,-20°C to 120°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#50,58.0,293.08,303.01,B,Finished Bore,150.0,HRC25-35,,,,,,,,,,,,,,,,,,,,,,Carbon Steel
TSK_2821,Sprocket,ANSI #50,SP50-58T-B-SUS304,#50 Chain Sprocket 58T Type B SUS304,SP50-58T-B-SUS304,15.875,,,,,,SUS304,-200°C to 400°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#50,58.0,293.08,303.01,B,Finished Bore,150.0,HRC20-30,,,,,,,,,,,,,,,,,,,,,,Stainless Steel
TSK_2822,Sprocket,ANSI #50,SP50-58T-B-HRC45,#50 Chain Sprocket 58T Type B HRC45,SP50-58T-B-HRC45,15.875,,,,,,HRC45,-20°C to 150°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#50,58.0,293.08,303.01,B,Finished Bore,150.0,HRC40-50,,,,,,,,,,,,,,,,,,,,,,Hardened Steel
TSK_2823,Sprocket,ANSI #50,SP50-58T-C-S45C,#50 Chain Sprocket 58T Type C S45C,SP50-58T-C-S45C,15.875,,,,,,S45C,-20°C to 120°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#50,58.0,293.08,303.01,C,Taper Lock,200.0,HRC25-35,,,,,,,,,,,,,,,,,,,,,,Carbon Steel
TSK_2824,Sprocket,ANSI #50,SP50-58T-C-SUS304,#50 Chain Sprocket 58T Type C SUS304,SP50-58T-C-SUS304,15.875,,,,,,SUS304,-200°C to 400°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#50,58.0,293.08,303.01,C,Taper Lock,200.0,HRC20-30,,,,,,,,,,,,,,,,,,,,,,Stainless Steel
TSK_2825,Sprocket,ANSI #50,SP50-58T-C-HRC45,#50 Chain Sprocket 58T Type C HRC45,SP50-58T-C-HRC45,15.875,,,,,,HRC45,-20°C to 150°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#50,58.0,293.08,303.01,C,Taper Lock,200.0,HRC40-50,,,,,,,,,,,,,,,,,,,,,,Hardened Steel
TSK_2826,Sprocket,ANSI #50,SP50-59T-A-S45C,#50 Chain Sprocket 59T Type A S45C,SP50-59T-A-S45C,15.875,,,,,,S45C,-20°C to 120°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#50,59.0,298.14,308.06,A,Plain Bore,100.0,HRC25-35,,,,,,,,,,,,,,,,,,,,,,Carbon Steel
TSK_2827,Sprocket,ANSI #50,SP50-59T-A-SUS304,#50 Chain Sprocket 59T Type A SUS304,SP50-59T-A-SUS304,15.875,,,,,,SUS304,-200°C to 400°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#50,59.0,298.14,308.06,A,Plain Bore,100.0,HRC20-30,,,,,,,,,,,,,,,,,,,,,,Stainless Steel
TSK_2828,Sprocket,ANSI #50,SP50-59T-A-HRC45,#50 Chain Sprocket 59T Type A HRC45,SP50-59T-A-HRC45,15.875,,,,,,HRC45,-20°C to 150°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#50,59.0,298.14,308.06,A,Plain Bore,100.0,HRC40-50,,,,,,,,,,,,,,,,,,,,,,Hardened Steel
TSK_2829,Sprocket,ANSI #50,SP50-59T-B-S45C,#50 Chain Sprocket 59T Type B S45C,SP50-59T-B-S45C,15.875,,,,,,S45C,-20°C to 120°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#50,59.0,298.14,308.06,B,Finished Bore,150.0,HRC25-35,,,,,,,,,,,,,,,,,,,,,,Carbon Steel
TSK_2830,Sprocket,ANSI #50,SP50-59T-B-SUS304,#50 Chain Sprocket 59T Type B SUS304,SP50-59T-B-SUS304,15.875,,,,,,SUS304,-200°C to 400°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#50,59.0,298.14,308.06,B,Finished Bore,150.0,HRC20-30,,,,,,,,,,,,,,,,,,,,,,Stainless Steel
TSK_2831,Sprocket,ANSI #50,SP50-59T-B-HRC45,#50 Chain Sprocket 59T Type B HRC45,SP50-59T-B-HRC45,15.875,,,,,,HRC45,-20°C to 150°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#50,59.0,298.14,308.06,B,Finished Bore,150.0,HRC40-50,,,,,,,,,,,,,,,,,,,,,,Hardened Steel
TSK_2832,Sprocket,ANSI #50,SP50-59T-C-S45C,#50 Chain Sprocket 59T Type C S45C,SP50-59T-C-S45C,15.875,,,,,,S45C,-20°C to 120°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#50,59.0,298.14,308.06,C,Taper Lock,200.0,HRC25-35,,,,,,,,,,,,,,,,,,,,,,Carbon Steel
TSK_2833,Sprocket,ANSI #50,SP50-59T-C-SUS304,#50 Chain Sprocket 59T Type C SUS304,SP50-59T-C-SUS304,15.875,,,,,,SUS304,-200°C to 400°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#50,59.0,298.14,308.06,C,Taper Lock,200.0,HRC20-30,,,,,,,,,,,,,,,,,,,,,,Stainless Steel
TSK_2834,Sprocket,ANSI #50,SP50-59T-C-HRC45,#50 Chain Sprocket 59T Type C HRC45,SP50-59T-C-HRC45,15.875,,,,,,HRC45,-20°C to 150°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#50,59.0,298.14,308.06,C,Taper Lock,200.0,HRC40-50,,,,,,,,,,,,,,,,,,,,,,Hardened Steel
TSK_2835,Sprocket,ANSI #50,SP50-60T-A-S45C,#50 Chain Sprocket 60T Type A S45C,SP50-60T-A-S45C,15.875,,,,,,S45C,-20°C to 120°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#50,60.0,303.19,313.11,A,Plain Bore,100.0,HRC25-35,,,,,,,,,,,,,,,,,,,,,,Carbon Steel
TSK_2836,Sprocket,ANSI #50,SP50-60T-A-SUS304,#50 Chain Sprocket 60T Type A SUS304,SP50-60T-A-SUS304,15.875,,,,,,SUS304,-200°C to 400°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#50,60.0,303.19,313.11,A,Plain Bore,100.0,HRC20-30,,,,,,,,,,,,,,,,,,,,,,Stainless Steel
TSK_2837,Sprocket,ANSI #50,SP50-60T-A-HRC45,#50 Chain Sprocket 60T Type A HRC45,SP50-60T-A-HRC45,15.875,,,,,,HRC45,-20°C to 150°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#50,60.0,303.19,313.11,A,Plain Bore,100.0,HRC40-50,,,,,,,,,,,,,,,,,,,,,,Hardened Steel
TSK_2838,Sprocket,ANSI #50,SP50-60T-B-S45C,#50 Chain Sprocket 60T Type B S45C,SP50-60T-B-S45C,15.875,,,,,,S45C,-20°C to 120°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#50,60.0,303.19,313.11,B,Finished Bore,150.0,HRC25-35,,,,,,,,,,,,,,,,,,,,,,Carbon Steel
TSK_2839,Sprocket,ANSI #50,SP50-60T-B-SUS304,#50 Chain Sprocket 60T Type B SUS304,SP50-60T-B-SUS304,15.875,,,,,,SUS304,-200°C to 400°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#50,60.0,303.19,313.11,B,Finished Bore,150.0,HRC20-30,,,,,,,,,,,,,,,,,,,,,,Stainless Steel
TSK_2840,Sprocket,ANSI #50,SP50-60T-B-HRC45,#50 Chain Sprocket 60T Type B HRC45,SP50-60T-B-HRC45,15.875,,,,,,HRC45,-20°C to 150°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#50,60.0,303.19,313.11,B,Finished Bore,150.0,HRC40-50,,,,,,,,,,,,,,,,,,,,,,Hardened Steel
TSK_2841,Sprocket,ANSI #50,SP50-60T-C-S45C,#50 Chain Sprocket 60T Type C S45C,SP50-60T-C-S45C,15.875,,,,,,S45C,-20°C to 120°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#50,60.0,303.19,313.11,C,Taper Lock,200.0,HRC25-35,,,,,,,,,,,,,,,,,,,,,,Carbon Steel
